GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34
0400000US12,12,Florida,7328046,25793,1085932,16173,6242114,26433,44.3,0.2,35.5,0.7,45.8,0.2,27.2,0.2,48.6,0.8,23.4,0.3,15.3,0.3,47.2,0.8,9.7,0.2,25.6,0.3,39.9,0.8,23.1,0.3,98.6,0.1,97.9,0.2,98.7,0.1,80.5,0.2,65.2,0.7,83.1,0.2,13.7,0.1,27.5,0.6,11.3,0.2,0.3,0.1,0.5,0.1,0.2,0.1,2.2,0.1,1.3,0.2,2.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.8,0.1,3.3,0.3,1.6,0.1,1.4,0.1,2.1,0.2,1.3,0.1,19.3,0.1,33.9,0.7,16.8,0.2,63.8,0.2,36.6,0.8,68.5,0.3,47463,329,21652,371,52598,349,4693411,24879,771266,15156,3922145,25131,20.5,0.3,21.2,0.8,20.4,0.3,34.5,0.4,47.3,0.8,32.0,0.4,45.0,0.4,31.5,0.7,47.6,0.4,2.6,(X),(X),(X),(X),(X)
0400000US13,13,Georgia,3587521,13961,561503,11199,3026018,15057,33.6,0.2,27.2,1.0,34.8,0.3,35.0,0.4,56.9,1.1,30.9,0.4,16.8,0.3,53.2,1.1,10.0,0.3,25.0,0.3,41.2,1.3,22.1,0.3,98.8,0.1,98.6,0.3,98.8,0.1,63.0,0.3,40.1,1.1,67.2,0.4,30.5,0.3,54.2,1.2,26.1,0.4,0.2,0.1,0.2,0.1,0.2,0.1,3.1,0.1,1.3,0.2,3.4,0.1,0.0,0.1,0.1,0.1,0.0,0.1,1.9,0.1,2.7,0.4,1.8,0.1,1.2,0.1,1.4,0.3,1.2,0.1,6.3,0.1,8.3,0.7,6.0,0.2,59.1,0.3,35.1,1.1,63.5,0.4,49321,543,18998,506,55812,559,2426392,15122,416272,10956,2010120,15833,14.9,0.3,22.3,1.0,13.3,0.3,36.6,0.6,50.4,1.2,33.7,0.6,48.6,0.5,27.3,1.2,53.0,0.6,1.7,(X),(X),(X),(X),(X)
0400000US15,15,Hawaii,450769,4870,52767,3025,398002,5425,43.9,0.7,39.8,3.5,44.5,0.9,33.6,1.0,54.9,2.7,30.8,1.1,11.0,0.7,40.4,3.4,7.2,0.6,25.2,0.8,44.8,3.3,22.7,0.9,84.3,0.8,74.5,2.8,85.6,0.8,33.3,0.7,22.6,2.6,34.8,0.8,2.6,0.3,2.3,1.2,2.6,0.4,0.1,0.1,0.4,0.4,0.1,0.1,38.7,0.7,25.6,2.6,40.5,0.8,8.6,0.5,22.3,2.5,6.8,0.6,0.9,0.2,1.3,0.8,0.8,0.2,15.7,0.8,25.5,2.8,14.4,0.8,6.9,0.4,10.7,1.7,6.4,0.5,31.1,0.6,21.2,2.6,32.5,0.7,69592,1456,27715,2915,74352,1642,314151,5725,39327,2677,274824,5946,12.0,0.8,16.3,2.9,11.3,0.8,32.0,1.3,42.4,3.4,30.6,1.4,56.0,1.4,41.3,3.8,58.1,1.5,1.4,(X),(X),(X),(X),(X)
0400000US16,16,Idaho,591587,4733,69813,3862,521774,5737,37.5,0.6,22.9,2.3,39.4,0.6,33.1,0.8,59.1,2.7,29.7,0.9,14.4,0.9,48.3,2.7,9.9,0.9,26.8,0.8,44.5,3.2,24.4,0.8,N,N,N,N,N,N,94.2,0.4,88.0,1.8,95.1,0.4,0.4,0.1,1.6,0.8,0.2,0.1,1.2,0.2,2.7,0.8,1.0,0.2,1.2,0.2,1.2,0.7,1.2,0.2,N,N,N,N,N,N,1.4,0.2,3.5,1.1,1.1,0.2,1.5,0.2,3.0,1.0,1.3,0.2,8.2,0.3,13.5,2.0,7.4,0.4,88.0,0.4,78.9,2.3,89.2,0.5,47861,1275,22190,1442,51801,947,407499,5941,50362,3494,357137,6508,15.7,0.8,17.1,2.6,15.5,0.8,31.9,1.1,46.3,3.8,29.8,1.2,52.4,1.2,36.6,3.4,54.7,1.3,1.9,(X),(X),(X),(X),(X)
0400000US17,17,Illinois,4772421,12392,652676,10710,4119745,15361,36.0,0.2,28.3,0.9,37.3,0.2,31.5,0.3,52.6,0.9,28.2,0.3,13.5,0.2,49.9,0.9,7.8,0.2,22.5,0.2,39.0,0.8,19.9,0.2,98.7,0.1,97.9,0.3,98.9,0.1,76.2,0.2,52.2,0.9,80.0,0.2,13.9,0.1,34.7,0.9,10.6,0.2,0.2,0.1,0.5,0.1,0.2,0.1,4.4,0.1,3.0,0.3,4.7,0.1,0.1,0.1,0.0,0.1,0.1,0.1,4.0,0.1,7.4,0.5,3.4,0.1,1.3,0.1,2.1,0.3,1.1,0.1,11.4,0.2,18.8,0.7,10.2,0.2,69.2,0.2,41.8,0.9,73.5,0.2,57444,429,20173,491,64556,503,3099184,17994,458395,8733,2640789,19588,13.5,0.2,20.7,0.9,12.2,0.2,32.3,0.4,47.3,1.3,29.7,0.4,54.2,0.4,31.9,1.0,58.1,0.4,1.6,(X),(X),(X),(X),(X)
0400000US18,18,Indiana,2502739,10912,319564,8077,2183175,12964,35.7,0.3,22.6,1.0,37.6,0.3,31.8,0.4,54.3,1.4,28.5,0.4,14.3,0.3,53.9,1.4,8.4,0.3,27.5,0.4,46.6,1.5,24.7,0.4,98.8,0.1,97.6,0.5,98.9,0.1,86.2,0.2,70.7,1.3,88.5,0.3,9.0,0.2,22.9,1.2,7.0,0.2,0.2,0.1,0.3,0.2,0.2,0.1,1.6,0.1,1.0,0.3,1.7,0.1,0.0,0.1,0.1,0.1,0.0,0.1,1.6,0.1,2.7,0.4,1.4,0.1,1.2,0.1,2.4,0.5,1.1,0.1,4.4,0.1,7.5,0.8,3.9,0.2,83.7,0.2,66.6,1.4,86.1,0.3,49446,487,18102,664,54318,567,1657223,12597,221606,6454,1435617,11658,14.5,0.4,20.8,1.2,13.6,0.3,32.9,0.6,51.3,1.7,30.1,0.6,52.5,0.5,27.9,1.4,56.3,0.6,1.3,(X),(X),(X),(X),(X)
0400000US19,19,Iowa,1241471,6257,148202,4724,1093269,7697,36.8,0.3,21.1,1.5,39.0,0.4,30.3,0.5,52.9,1.8,27.2,0.5,11.9,0.4,43.8,1.7,7.6,0.4,22.9,0.5,40.3,1.9,20.5,0.5,99.0,0.1,97.7,0.6,99.2,0.1,93.5,0.2,83.4,1.5,94.8,0.3,2.7,0.2,10.1,1.2,1.7,0.2,0.3,0.1,0.5,0.2,0.3,0.1,1.7,0.1,1.9,0.4,1.7,0.2,0.1,0.1,0.3,0.3,0.0,0.1,0.7,0.1,1.5,0.5,0.6,0.1,1.0,0.1,2.3,0.6,0.8,0.1,3.6,0.1,7.9,1.1,3.0,0.2,90.7,0.2,77.3,1.7,92.6,0.3,53712,761,21831,969,58915,832,801562,6871,98001,3962,703561,7345,12.7,0.4,16.4,1.8,12.2,0.4,28.4,0.6,47.0,2.4,25.8,0.6,59.0,0.6,36.6,2.1,62.1,0.6,1.7,(X),(X),(X),(X),(X)
0400000US20,20,Kansas,1109280,6429,105827,4287,1003453,7882,35.5,0.4,22.8,1.8,36.8,0.4,32.3,0.5,55.0,2.0,29.9,0.5,13.2,0.4,51.6,2.3,9.1,0.4,26.2,0.5,51.2,2.0,23.5,0.5,N,N,N,N,N,N,87.6,0.3,73.2,2.2,89.1,0.4,5.7,0.2,16.5,1.9,4.6,0.3,0.9,0.1,2.2,0.8,0.8,0.1,2.2,0.1,1.9,0.7,2.3,0.2,N,N,N,N,N,N,1.6,0.1,2.4,0.7,1.5,0.2,1.9,0.2,3.9,0.9,1.7,0.2,7.7,0.2,13.4,1.5,7.1,0.3,82.0,0.3,63.2,2.4,84.0,0.4,52504,706,19842,1306,56825,711,728602,7887,71330,3632,657272,7822,12.8,0.4,18.0,1.9,12.2,0.4,31.7,0.8,50.0,2.8,29.7,0.8,55.5,0.8,32.1,2.7,58.1,0.8,1.6,(X),(X),(X),(X),(X)
0400000US21,21,Kentucky,1712094,8632,299485,7728,1412609,9654,36.7,0.3,26.0,1.2,39.0,0.4,31.3,0.4,48.6,1.1,27.6,0.4,19.0,0.5,61.1,1.6,10.1,0.4,33.5,0.6,52.2,1.5,29.6,0.6,N,N,N,N,N,N,89.1,0.2,81.7,0.9,90.6,0.3,7.9,0.2,15.0,1.0,6.4,0.3,0.3,0.1,0.6,0.2,0.2,0.1,1.0,0.1,0.5,0.2,1.1,0.1,N,N,N,N,N,N,0.5,0.1,0.6,0.2,0.5,0.1,1.2,0.1,1.6,0.4,1.1,0.1,2.1,0.1,3.0,0.5,1.9,0.1,87.6,0.2,79.6,1.1,89.3,0.3,42958,697,15296,481,51100,511,1124586,10250,195814,6032,928772,10724,19.6,0.5,32.2,1.8,17.0,0.5,33.2,0.6,44.8,1.8,30.8,0.7,47.2,0.6,23.0,1.5,52.3,0.6,1.7,(X),(X),(X),(X),(X)
0400000US22,22,Louisiana,1718194,10232,269670,7876,1448524,10900,36.0,0.4,28.5,1.3,37.3,0.4,31.7,0.5,49.9,1.5,28.3,0.6,19.4,0.5,58.9,1.5,12.0,0.4,28.4,0.6,45.4,1.8,25.3,0.6,N,N,N,N,N,N,65.7,0.3,39.4,1.4,70.6,0.4,30.7,0.3,57.7,1.4,25.6,0.4,0.5,0.1,0.7,0.2,0.5,0.1,1.3,0.1,0.6,0.2,1.5,0.1,N,N,N,N,N,N,0.8,0.1,0.4,0.2,0.8,0.1,1.0,0.1,1.3,0.4,0.9,0.1,3.8,0.2,3.0,0.6,4.0,0.2,62.9,0.3,37.1,1.5,67.7,0.4,44555,738,15959,577,51106,604,1112659,9882,182038,5985,930621,10962,16.9,0.4,27.4,1.5,14.8,0.4,37.8,0.7,49.8,1.9,35.5,0.7,45.3,0.7,22.8,1.7,49.8,0.8,1.3,(X),(X),(X),(X),(X)
0400000US23,23,Maine,549841,5205,92714,3732,457127,5122,42.0,0.5,31.0,2.2,44.3,0.6,26.0,0.7,41.0,2.0,22.9,0.7,14.0,0.7,47.7,2.7,7.1,0.6,29.5,0.9,55.4,2.6,24.3,0.8,N,N,N,N,N,N,96.3,0.3,92.6,1.0,97.0,0.3,0.8,0.1,2.6,0.7,0.4,0.1,0.6,0.1,1.6,0.4,0.4,0.1,0.7,0.1,0.3,0.2,0.8,0.2,N,N,N,N,N,N,0.1,0.1,0.1,0.2,0.1,0.1,1.5,0.2,2.8,0.7,1.2,0.2,1.1,0.2,1.0,0.4,1.2,0.2,95.4,0.3,92.2,1.0,96.1,0.4,49462,1112,16861,891,56924,903,344585,5357,53147,3141,291438,4768,16.8,0.8,24.1,3.0,15.5,0.7,29.9,1.1,49.1,3.4,26.4,1.1,53.3,1.1,26.8,2.9,58.1,1.1,1.1,(X),(X),(X),(X),(X)
0400000US24,24,Maryland,2165438,8230,250157,6355,1915281,9810,36.7,0.3,29.2,1.4,37.6,0.3,32.7,0.4,53.1,1.5,30.0,0.4,9.7,0.3,38.0,1.5,6.0,0.3,22.0,0.3,41.8,1.5,19.5,0.3,N,N,N,N,N,N,61.4,0.3,38.9,1.5,64.3,0.3,29.0,0.3,51.6,1.5,26.1,0.3,0.3,0.1,0.7,0.3,0.2,0.1,5.3,0.1,3.3,0.5,5.5,0.1,N,N,N,N,N,N,2.1,0.1,2.9,0.6,2.0,0.2,1.9,0.1,2.6,0.5,1.8,0.1,6.2,0.2,9.0,0.9,5.8,0.2,57.9,0.2,34.2,1.4,61.0,0.3,73971,867,27235,1190,81249,628,1445972,11686,178923,5379,1267049,12094,11.3,0.3,18.6,1.6,10.2,0.3,31.0,0.6,45.7,1.9,28.9,0.7,57.7,0.6,35.7,2.0,60.8,0.6,2.7,(X),(X),(X),(X),(X)
0400000US25,25,Massachusetts,2549336,9145,330851,8985,2218485,10085,38.2,0.2,38.0,1.3,38.2,0.3,29.9,0.3,42.2,1.2,28.1,0.4,12.2,0.3,48.5,1.4,6.8,0.3,23.6,0.4,49.6,1.5,19.7,0.4,98.2,0.1,96.1,0.6,98.5,0.1,83.3,0.2,63.9,1.3,86.1,0.3,6.2,0.2,14.6,1.0,5.0,0.2,0.2,0.1,0.5,0.2,0.2,0.1,5.1,0.1,4.8,0.5,5.1,0.2,0.0,0.1,0.0,0.1,0.0,0.1,3.4,0.2,12.3,1.1,2.1,0.2,1.8,0.1,3.9,0.6,1.5,0.1,8.4,0.2,27.8,1.1,5.5,0.2,78.9,0.2,51.3,1.3,83.0,0.3,69160,957,17814,629,78309,946,1610581,11929,201453,7006,1409128,12416,12.4,0.3,25.5,1.4,10.6,0.3,29.1,0.5,46.3,1.8,26.6,0.6,58.5,0.7,28.1,1.7,62.8,0.6,1.5,(X),(X),(X),(X),(X)
0400000US26,26,Michigan,3834574,12574,619562,10460,3215012,14089,38.6,0.2,27.8,0.8,40.7,0.3,29.8,0.3,46.3,1.0,26.6,0.3,15.0,0.3,51.9,0.9,7.9,0.2,28.0,0.3,49.2,0.9,23.9,0.3,98.5,0.1,96.8,0.4,98.8,0.1,81.5,0.2,62.0,0.8,85.2,0.2,13.4,0.1,31.7,0.7,9.9,0.2,0.5,0.1,0.8,0.1,0.4,0.1,2.2,0.1,1.1,0.2,2.5,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.9,0.1,1.2,0.2,0.8,0.1,1.5,0.1,3.2,0.4,1.2,0.1,3.2,0.1,4.9,0.4,2.9,0.1,79.3,0.1,58.8,0.8,83.3,0.2,49847,385,18088,465,57030,375,2485159,14714,405159,8351,2080000,14738,18.0,0.3,24.7,0.9,16.7,0.3,32.7,0.4,49.1,1.1,29.5,0.4,49.3,0.4,26.3,1.1,53.8,0.4,1.9,(X),(X),(X),(X),(X)
0400000US27,27,Minnesota,2129195,6975,196307,5811,1932888,8571,34.7,0.3,24.8,1.1,35.7,0.3,30.5,0.4,50.9,1.7,28.4,0.3,11.0,0.3,52.0,1.8,6.8,0.3,21.8,0.3,43.6,1.6,19.6,0.3,N,N,N,N,N,N,88.7,0.2,62.9,1.7,91.3,0.3,4.7,0.2,22.6,1.7,2.9,0.1,0.9,0.1,3.1,0.4,0.7,0.1,3.3,0.1,5.7,0.8,3.1,0.1,N,N,N,N,N,N,1.0,0.1,2.3,0.5,0.9,0.1,1.3,0.1,3.4,0.6,1.1,0.1,3.0,0.1,5.8,0.8,2.7,0.1,86.8,0.2,59.6,1.6,89.5,0.3,61481,471,18414,733,66551,624,1369594,10930,122229,5026,1247365,10176,12.6,0.3,17.5,1.8,12.1,0.3,26.8,0.6,50.0,2.1,24.5,0.6,60.6,0.6,32.5,2.0,63.4,0.6,1.6,(X),(X),(X),(X),(X)
0400000US28,28,Mississippi,1095823,8793,198057,6209,897766,9759,37.8,0.5,27.2,1.6,40.2,0.6,33.2,0.5,53.9,1.8,28.6,0.7,20.8,0.6,58.7,1.7,12.5,0.5,32.5,0.6,46.4,1.8,29.5,0.6,N,N,N,N,N,N,62.2,0.4,35.9,2.0,68.0,0.6,35.4,0.4,62.2,2.0,29.5,0.6,0.4,0.1,0.4,0.2,0.3,0.1,0.8,0.1,0.3,0.3,0.9,0.1,N,N,N,N,N,N,0.6,0.1,0.2,0.1,0.6,0.2,0.7,0.2,0.9,0.3,0.7,0.2,1.8,0.1,2.1,0.5,1.7,0.2,61.1,0.4,34.5,2.0,67.0,0.6,39680,773,15985,623,46389,785,738463,9100,142298,5583,596165,8650,19.4,0.6,29.7,1.9,16.9,0.7,36.4,0.9,45.3,2.3,34.3,1.0,44.2,0.9,25.1,2.1,48.8,0.9,1.5,(X),(X),(X),(X),(X)
0400000US29,29,Missouri,2354809,12290,300928,7444,2053881,13276,37.2,0.3,26.2,1.0,38.9,0.3,30.1,0.4,50.0,1.7,27.2,0.4,15.0,0.3,54.2,1.2,9.3,0.3,28.3,0.4,51.0,1.3,25.0,0.3,98.4,0.1,97.1,0.5,98.6,0.1,84.3,0.2,69.4,1.3,86.5,0.3,11.2,0.2,24.8,1.0,9.2,0.2,0.5,0.1,1.1,0.3,0.4,0.1,1.5,0.1,0.7,0.3,1.6,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.8,0.1,1.1,0.3,0.8,0.1,1.6,0.1,2.9,0.5,1.4,0.1,2.6,0.1,3.8,0.5,2.5,0.2,82.7,0.3,67.1,1.3,85.0,0.3,48363,567,17517,786,53566,595,1508816,13340,198168,7283,1310648,11517,16.3,0.4,24.0,1.4,15.2,0.4,31.8,0.5,48.6,1.7,29.2,0.6,51.9,0.7,27.4,1.6,55.6,0.6,1.8,(X),(X),(X),(X),(X)
0400000US30,30,Montana,410962,3391,45809,2975,365153,4581,39.6,0.8,24.2,3.3,41.6,0.9,26.6,0.9,50.0,4.2,23.7,0.9,14.8,0.8,52.5,4.2,10.1,0.8,25.1,0.8,43.2,3.9,22.8,0.9,N,N,N,N,N,N,92.7,0.4,81.5,2.3,94.1,0.4,0.4,0.2,1.6,1.2,0.2,0.1,4.7,0.3,14.8,2.1,3.4,0.3,0.6,0.2,0.0,0.2,0.7,0.2,N,N,N,N,N,N,0.2,0.1,0.2,0.2,0.2,0.1,1.4,0.3,1.9,1.1,1.3,0.3,2.4,0.3,4.5,1.4,2.1,0.3,90.8,0.5,77.9,2.7,92.4,0.5,46328,1217,17621,1394,50839,888,251176,5144,28964,2424,222212,5323,16.4,0.9,19.8,4.0,16.0,0.9,29.2,1.1,44.0,5.3,27.2,1.2,54.4,1.1,36.2,4.6,56.8,1.1,1.5,(X),(X),(X),(X),(X)
0400000US31,31,Nebraska,740765,3795,69443,3406,671322,5185,34.7,0.4,23.8,2.1,35.9,0.4,31.6,0.6,52.2,2.3,29.5,0.6,12.1,0.4,53.7,3.0,7.8,0.4,23.4,0.6,45.0,3.0,21.2,0.6,N,N,N,N,N,N,91.2,0.4,77.0,2.4,92.6,0.4,4.2,0.3,13.4,1.9,3.3,0.3,0.7,0.1,3.0,0.9,0.5,0.1,1.6,0.1,2.3,0.9,1.5,0.2,N,N,N,N,N,N,1.0,0.1,2.1,0.8,0.9,0.2,1.2,0.2,2.2,1.0,1.1,0.2,6.8,0.2,14.6,2.2,5.9,0.3,85.8,0.4,65.2,2.8,87.9,0.4,52686,688,17630,1353,56846,691,480317,5426,44752,2820,435565,5465,11.1,0.5,15.3,2.5,10.7,0.5,28.0,0.8,57.5,3.4,24.9,0.8,60.9,0.8,27.2,3.4,64.3,0.9,1.3,(X),(X),(X),(X),(X)
0400000US32,32,Nevada,1021519,6553,125987,4842,895532,7052,36.8,0.4,30.1,2.1,37.8,0.5,30.6,0.5,51.4,2.2,27.7,0.6,13.5,0.5,46.7,2.2,8.8,0.5,26.6,0.6,44.7,2.4,24.1,0.5,97.2,0.2,96.0,0.9,97.3,0.2,73.0,0.5,60.1,2.3,74.8,0.6,8.7,0.3,18.5,1.8,7.3,0.4,1.1,0.1,1.7,0.5,1.0,0.1,6.9,0.3,5.0,1.1,7.2,0.3,0.5,0.1,0.7,0.4,0.5,0.1,7.0,0.4,10.1,1.5,6.6,0.4,2.8,0.2,4.0,0.9,2.7,0.2,20.5,0.4,29.9,2.0,19.1,0.5,60.5,0.4,42.4,2.0,63.0,0.5,51450,683,22062,930,56332,894,642461,7985,84282,4282,558179,8072,15.5,0.6,18.9,2.2,15.0,0.6,36.2,1.0,50.4,3.0,34.1,1.0,48.2,0.9,30.6,2.6,50.9,1.1,1.4,(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,519756,4605,41237,3236,478519,4791,39.0,0.6,29.1,3.5,39.8,0.6,29.0,0.9,50.7,4.3,27.1,0.9,8.8,0.5,45.0,4.7,5.6,0.5,24.6,0.9,53.4,3.8,22.1,0.9,N,N,N,N,N,N,95.1,0.3,90.5,2.2,95.5,0.4,1.0,0.2,2.6,1.3,0.8,0.1,0.2,0.1,0.8,0.4,0.1,0.1,2.0,0.2,2.4,1.2,2.0,0.3,N,N,N,N,N,N,0.4,0.1,1.1,0.9,0.3,0.1,1.3,0.2,2.6,1.1,1.2,0.3,2.4,0.2,6.9,1.9,2.0,0.2,93.5,0.4,86.0,2.9,94.1,0.4,66532,1297,21357,2602,71230,1158,345901,5099,27096,2752,318805,4732,11.7,0.7,18.8,4.1,11.1,0.7,30.9,1.1,52.3,4.9,29.1,1.2,57.4,1.2,28.9,4.7,59.8,1.2,1.1,(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,3194844,10719,294957,7658,2899887,11987,39.0,0.2,35.6,1.3,39.3,0.3,33.5,0.3,52.3,1.3,31.6,0.4,10.7,0.2,47.7,1.4,6.9,0.3,22.5,0.3,41.7,1.3,20.6,0.3,N,N,N,N,N,N,71.6,0.3,49.9,1.6,73.9,0.3,13.2,0.2,28.5,1.2,11.7,0.2,0.2,0.1,0.4,0.2,0.1,0.1,7.9,0.1,4.0,0.6,8.3,0.1,N,N,N,N,N,N,5.6,0.2,15.0,1.1,4.6,0.2,1.5,0.1,2.1,0.4,1.4,0.1,15.5,0.2,35.8,1.2,13.4,0.2,62.6,0.3,31.7,1.5,65.7,0.3,71919,438,20867,774,78440,840,2203675,15024,209130,7240,1994545,15258,11.8,0.2,22.1,1.4,10.7,0.2,31.9,0.5,46.5,1.8,30.4,0.5,56.3,0.5,31.4,1.6,58.9,0.5,1.3,(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,760916,6897,118280,4584,642636,7169,40.2,0.5,28.8,1.7,42.3,0.6,31.3,0.8,54.5,2.1,27.1,0.9,19.9,0.8,58.0,2.4,12.8,0.7,28.9,0.8,41.6,2.2,26.6,0.8,N,N,N,N,N,N,78.2,0.6,66.7,2.2,80.3,0.7,1.8,0.2,2.0,0.7,1.8,0.2,7.0,0.3,13.3,1.3,5.8,0.4,1.5,0.1,0.4,0.3,1.7,0.2,N,N,N,N,N,N,9.2,0.5,14.9,2.1,8.2,0.5,2.3,0.2,2.7,0.6,2.2,0.2,40.5,0.5,56.7,2.4,37.5,0.6,48.6,0.5,27.6,2.2,52.5,0.7,44803,849,16956,1041,50881,915,489532,7201,83262,3876,406270,7167,18.4,0.8,22.3,2.1,17.6,0.8,36.7,1.0,44.1,2.9,35.2,1.0,44.9,0.9,33.7,2.5,47.2,1.1,1.2,(X),(X),(X),(X),(X)
0400000US36,36,New York,7282398,15877,1135978,16136,6146420,22600,38.3,0.2,39.4,0.7,38.0,0.2,30.0,0.2,43.8,0.9,27.4,0.2,15.2,0.2,51.6,0.7,8.5,0.2,23.7,0.2,45.0,0.7,19.8,0.2,N,N,N,N,N,N,68.9,0.2,46.8,0.7,72.9,0.2,14.8,0.1,26.6,0.6,12.6,0.2,0.4,0.1,0.7,0.1,0.3,0.1,6.9,0.1,6.1,0.3,7.1,0.1,N,N,N,N,N,N,7.1,0.1,16.6,0.5,5.3,0.1,1.9,0.1,3.3,0.3,1.7,0.1,15.1,0.1,30.9,0.6,12.1,0.2,62.5,0.2,36.6,0.7,67.2,0.2,58878,393,17716,328,68400,518,4621954,18878,735412,12957,3886542,19008,14.2,0.2,26.6,0.9,11.9,0.2,32.9,0.3,44.2,0.8,30.8,0.4,52.8,0.4,29.2,0.9,57.3,0.4,1.8,(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,3790620,14716,545796,10710,3244824,16457,36.3,0.2,28.3,0.8,37.7,0.3,31.4,0.3,52.7,1.0,27.8,0.3,16.0,0.3,53.6,1.3,9.6,0.3,26.7,0.3,45.0,1.1,23.6,0.3,98.7,0.1,98.0,0.3,98.8,0.1,72.1,0.2,49.4,1.0,76.0,0.3,21.3,0.2,41.9,0.9,17.8,0.2,1.0,0.1,1.9,0.2,0.9,0.1,2.0,0.1,1.2,0.2,2.2,0.1,0.0,0.1,0.0,0.1,0.0,0.1,2.2,0.1,3.6,0.4,1.9,0.1,1.3,0.1,2.0,0.3,1.2,0.1,6.0,0.1,8.8,0.7,5.6,0.1,68.6,0.2,44.6,0.9,72.6,0.3,46556,381,17929,564,52438,454,2492048,17217,386246,9838,2105802,16267,16.4,0.3,23.5,1.1,15.1,0.3,35.3,0.6,49.4,1.3,32.7,0.6,48.3,0.6,27.1,1.2,52.2,0.6,1.5,(X),(X),(X),(X),(X)
0400000US38,38,North Dakota,305431,3533,25033,2409,280398,4272,32.8,0.7,25.0,4.2,33.5,0.7,29.7,1.0,54.9,4.6,27.5,1.0,11.7,1.0,52.2,5.2,8.1,0.8,21.5,1.1,41.4,4.3,19.7,1.1,N,N,N,N,N,N,90.6,0.6,68.5,4.5,92.6,0.8,1.9,0.3,8.5,2.7,1.4,0.4,4.1,0.4,17.6,3.2,2.9,0.4,1.0,0.2,1.6,1.3,1.0,0.3,N,N,N,N,N,N,0.5,0.2,0.7,0.7,0.5,0.2,1.7,0.5,3.0,1.8,1.6,0.4,2.2,0.4,3.8,2.3,2.0,0.4,89.2,0.6,66.4,4.7,91.3,0.8,59029,1681,17413,3015,62503,1409,187800,4204,15137,1982,172663,3877,11.1,0.7,17.2,4.3,10.5,0.7,27.4,1.3,50.2,6.9,25.4,1.3,61.5,1.4,32.6,6.5,64.1,1.4,1.3,(X),(X),(X),(X),(X)
